etu_id,nom,prenom,email,date_naissance,telephone,adresse,statut,date_inscription,id_filiere,id_niveau,nom_filiere,code_filiere,nom_niveau,annee_universitaire,id_matiere,session,ann_univ,valeur_note,date_evaluation,commentaire,code_matiere,libelle_matiere,coefficient,semestre
ETU_116,Renault,Céline,celine.renault@etud.universite.edu,2002-05-05,0612345716,"3 rue du Soleil, Nice",Actif,2026-05-30,10,3,"Biochimie Structurale",BIOC,"Licence 3",2025-2026,38,Normale,2025-2026,15.50,2026-05-30,"Hormones et régulation bien expliquées",BIO104,"Physiologie Animale",2.00,S2
ETU_117,Bah,Mariama,mariama.bah@etud.universite.edu,2001-02-18,0612345717,"45 quartier Ratoma, Conakry",Actif,2026-05-30,12,4,"Microbiologie Médicale",MIC,"Master 1",2025-2026,37,Normale,2025-2026,13.50,2026-05-30,"Antibiogramme bien interprété",BIO103,Microbiologie,2.50,S1
ETU_117,Bah,Mariama,mariama.bah@etud.universite.edu,2001-02-18,0612345717,"45 quartier Ratoma, Conakry",Actif,2026-05-30,12,4,"Microbiologie Médicale",MIC,"Master 1",2025-2026,39,Normale,2025-2026,16.00,2026-05-30,"Réponse immunitaire adaptative maîtrisée",BIO201,Immunologie,3.00,S1
ETU_118,Chevalier,Benoît,benoit.chevalier@etud.universite.edu,2003-07-22,0612345718,"13 rue Passy, Paris",Actif,2026-05-30,8,2,"Électronique et Instrumentation",ELEC,"Licence 2",2025-2026,25,Normale,2025-2026,11.50,2026-05-30,"Pendule à retravailler",PHYS101,"Mécanique Classique",3.00,S1
ETU_118,Chevalier,Benoît,benoit.chevalier@etud.universite.edu,2003-07-22,0612345718,"13 rue Passy, Paris",Actif,2026-05-30,8,2,"Électronique et Instrumentation",ELEC,"Licence 2",2025-2026,28,Normale,2025-2026,12.00,2026-05-30,"Diffraction bien comprise",PHYS104,"Optique Physique",2.00,S2
ETU_118,Chevalier,Benoît,benoit.chevalier@etud.universite.edu,2003-07-22,0612345718,"13 rue Passy, Paris",Actif,2026-05-30,8,2,"Électronique et Instrumentation",ELEC,"Licence 2",2025-2026,25,Rattrapage,2025-2026,13.00,2026-05-30,"Notions de base acquises",PHYS101,"Mécanique Classique",3.00,S1
ETU_119,Kourouma,Aboubacar,aboubacar.kourouma@etud.universite.edu,2000-11-09,0612345719,"56 avenue de la Guinée, Nzérékoré",Actif,2026-05-30,16,5,"Analyse Économique",AE,"Master 2",2025-2026,48,Normale,2025-2026,15.75,2026-05-30,"Investissements directs étrangers bien traités",ECO102,Macroéconomie,3.00,S2
ETU_119,Kourouma,Aboubacar,aboubacar.kourouma@etud.universite.edu,2000-11-09,0612345719,"56 avenue de la Guinée, Nzérékoré",Actif,2026-05-30,16,5,"Analyse Économique",AE,"Master 2",2025-2026,50,Normale,2025-2026,14.25,2026-05-30,"MCG correctement appliqué",ECO104,Économétrie,2.50,S2
ETU_120,Poirier,Lucie,lucie.poirier@etud.universite.edu,2002-04-03,0612345720,"8 rue de la Mairie, Rennes",Actif,2026-05-30,15,2,"Commerce International",CI2,"Licence 2",2025-2026,47,Normale,2025-2026,16.50,2026-05-30,"Surplus du consommateur bien calculé",ECO101,Microéconomie,3.00,S1
ETU_120,Poirier,Lucie,lucie.poirier@etud.universite.edu,2002-04-03,0612345720,"8 rue de la Mairie, Rennes",Actif,2026-05-30,15,2,"Commerce International",CI2,"Licence 2",2025-2026,49,Normale,2025-2026,17.25,2026-05-30,"Termes de l'échange bien analysés",ECO103,"Économie Internationale",2.50,S1
ETU_121,"El Idrissi",Mohamed,"mohamed.el idrissi1@etu.usmba.ac.ma",2003-01-01,0610000001,Fes,Actif,2023-09-01,21,2,"Langues Étrangères Appliquées",LEA,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_122,Bennis,Youssef,youssef.bennis2@etu.usmba.ac.ma,2003-01-01,0610000002,Fes,Actif,2023-09-01,1,5,"Génie Logiciel",GL,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_123,Amrani,Hassan,hassan.amrani3@etu.usmba.ac.ma,2003-01-01,0610000003,Fes,Actif,2023-09-01,8,4,"Électronique et Instrumentation",ELEC,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_124,Benjelloun,Omar,omar.benjelloun4@etu.usmba.ac.ma,2003-01-01,0610000004,Fes,Actif,2023-09-01,5,2,"Mathématiques Appliquées",MA,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_127,Chraibi,Salma,salma.chraibi7@etu.usmba.ac.ma,2003-01-01,0610000007,Fes,Actif,2023-09-01,14,1,"Finance et Comptabilité",FIN,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_128,Fassi,Amina,amina.fassi8@etu.usmba.ac.ma,2003-01-01,0610000008,Fes,Actif,2023-09-01,1,2,"Génie Logiciel",GL,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_129,Berrada,Samir,samir.berrada9@etu.usmba.ac.ma,2003-01-01,0610000009,Fes,Actif,2023-09-01,7,4,"Physique Fondamentale",PF,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_133,Ouazzani,Hamza,hamza.ouazzani13@etu.usmba.ac.ma,2003-01-01,0610000013,Fes,Actif,2023-09-01,14,4,"Finance et Comptabilité",FIN,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_135,Bouzidi,Mehdi,mehdi.bouzidi15@etu.usmba.ac.ma,2003-01-01,0610000015,Fes,Actif,2023-09-01,9,1,"Chimie Industrielle",CI,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_138,Mouline,Anas,anas.mouline18@etu.usmba.ac.ma,2003-01-01,0610000018,Fes,Actif,2023-09-01,11,5,Biotechnologie,BIOT,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_139,Naciri,Bilal,bilal.naciri19@etu.usmba.ac.ma,2003-01-01,0610000019,Fes,Actif,2023-09-01,5,4,"Mathématiques Appliquées",MA,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_141,"El Idrissi",Mohamed,"mohamed.el idrissi21@etu.usmba.ac.ma",2003-01-01,0610000021,Fes,Actif,2023-09-01,4,2,"Cybersécurité et Réseaux",CYB,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_142,Bennis,Youssef,youssef.bennis22@etu.usmba.ac.ma,2003-01-01,0610000022,Fes,Actif,2023-09-01,13,2,"Management des Organisations",MGT,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_144,Benjelloun,Omar,omar.benjelloun24@etu.usmba.ac.ma,2003-01-01,0610000024,Fes,Actif,2023-09-01,20,5,"Réseaux et Télécommunications",RT,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_147,Chraibi,Salma,salma.chraibi27@etu.usmba.ac.ma,2003-01-01,0610000027,Fes,Actif,2023-09-01,18,2,"Droit Privé",DPR,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_152,Skalli,Aya,aya.skalli32@etu.usmba.ac.ma,2003-01-01,0610000032,Fes,Actif,2023-09-01,19,4,"Génie Civil et Construction",GCC,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_154,Kadiri,Yassine,yassine.kadiri34@etu.usmba.ac.ma,2003-01-01,0610000034,Fes,Actif,2023-09-01,2,4,"Data Science et Big Data",DSB,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_156,Tahiri,Kenza,kenza.tahiri36@etu.usmba.ac.ma,2003-01-01,0610000036,Fes,Actif,2023-09-01,3,4,"Intelligence Artificielle",IA,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_158,Mouline,Anas,anas.mouline38@etu.usmba.ac.ma,2003-01-01,0610000038,Fes,Actif,2023-09-01,13,5,"Management des Organisations",MGT,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_161,"El Idrissi",Mohamed,"mohamed.el idrissi41@etu.usmba.ac.ma",2003-01-01,0610000041,Fes,Actif,2023-09-01,12,4,"Microbiologie Médicale",MIC,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_162,Bennis,Youssef,youssef.bennis42@etu.usmba.ac.ma,2003-01-01,0610000042,Fes,Actif,2023-09-01,22,5,"Sociologie et Anthropologie",SA,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_164,Benjelloun,Omar,omar.benjelloun44@etu.usmba.ac.ma,2003-01-01,0610000044,Fes,Actif,2023-09-01,20,3,"Réseaux et Télécommunications",RT,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_165,Tazi,Khalid,khalid.tazi45@etu.usmba.ac.ma,2003-01-01,0610000045,Fes,Actif,2023-09-01,18,4,"Droit Privé",DPR,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_167,Chraibi,Salma,salma.chraibi47@etu.usmba.ac.ma,2003-01-01,0610000047,Fes,Actif,2023-09-01,13,5,"Management des Organisations",MGT,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_171,"El Mansouri",Sara,"sara.el mansouri51@etu.usmba.ac.ma",2003-01-01,0610000051,Fes,Actif,2023-09-01,8,1,"Électronique et Instrumentation",ELEC,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_173,Ouazzani,Hamza,hamza.ouazzani53@etu.usmba.ac.ma,2003-01-01,0610000053,Fes,Actif,2023-09-01,13,5,"Management des Organisations",MGT,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_174,Kadiri,Yassine,yassine.kadiri54@etu.usmba.ac.ma,2003-01-01,0610000054,Fes,Actif,2023-09-01,3,4,"Intelligence Artificielle",IA,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_179,Naciri,Bilal,bilal.naciri59@etu.usmba.ac.ma,2003-01-01,0610000059,Fes,Actif,2023-09-01,5,5,"Mathématiques Appliquées",MA,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_180,Alaoui,Ahmed,ahmed.alaoui60@etu.usmba.ac.ma,2003-01-01,0610000060,Fes,Actif,2023-09-01,5,4,"Mathématiques Appliquées",MA,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_182,Bennis,Youssef,youssef.bennis62@etu.usmba.ac.ma,2003-01-01,0610000062,Fes,Actif,2023-09-01,18,5,"Droit Privé",DPR,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_186,Lahlou,Nadia,nadia.lahlou66@etu.usmba.ac.ma,2003-01-01,0610000066,Fes,Actif,2023-09-01,8,3,"Électronique et Instrumentation",ELEC,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_188,Fassi,Amina,amina.fassi68@etu.usmba.ac.ma,2003-01-01,0610000068,Fes,Actif,2023-09-01,3,1,"Intelligence Artificielle",IA,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_190,"El Alami",Imane,"imane.el alami70@etu.usmba.ac.ma",2003-01-01,0610000070,Fes,Actif,2023-09-01,5,3,"Mathématiques Appliquées",MA,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_192,Skalli,Aya,aya.skalli72@etu.usmba.ac.ma,2003-01-01,0610000072,Fes,Actif,2023-09-01,20,2,"Réseaux et Télécommunications",RT,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_195,Bouzidi,Mehdi,mehdi.bouzidi75@etu.usmba.ac.ma,2003-01-01,0610000075,Fes,Actif,2023-09-01,17,5,"Droit Public",DP,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_196,Tahiri,Kenza,kenza.tahiri76@etu.usmba.ac.ma,2003-01-01,0610000076,Fes,Actif,2023-09-01,18,1,"Droit Privé",DPR,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_197,"Ait Lahcen",Meryem,"meryem.ait lahcen77@etu.usmba.ac.ma",2003-01-01,0610000077,Fes,Actif,2023-09-01,22,2,"Sociologie et Anthropologie",SA,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_201,"El Idrissi",Mohamed,"mohamed.el idrissi81@etu.usmba.ac.ma",2003-01-01,0610000081,Fes,Actif,2023-09-01,4,5,"Cybersécurité et Réseaux",CYB,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_202,Bennis,Youssef,youssef.bennis82@etu.usmba.ac.ma,2003-01-01,0610000082,Fes,Actif,2023-09-01,14,3,"Finance et Comptabilité",FIN,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_203,Amrani,Hassan,hassan.amrani83@etu.usmba.ac.ma,2003-01-01,0610000083,Fes,Actif,2023-09-01,15,1,"Commerce International",CI2,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_205,Tazi,Khalid,khalid.tazi85@etu.usmba.ac.ma,2003-01-01,0610000085,Fes,Actif,2023-09-01,17,3,"Droit Public",DP,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_206,Lahlou,Nadia,nadia.lahlou86@etu.usmba.ac.ma,2003-01-01,0610000086,Fes,Actif,2023-09-01,17,2,"Droit Public",DP,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_209,Berrada,Samir,samir.berrada89@etu.usmba.ac.ma,2003-01-01,0610000089,Fes,Actif,2023-09-01,20,4,"Réseaux et Télécommunications",RT,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_215,Bouzidi,Mehdi,mehdi.bouzidi95@etu.usmba.ac.ma,2003-01-01,0610000095,Fes,Actif,2023-09-01,16,1,"Analyse Économique",AE,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_218,Mouline,Anas,anas.mouline98@etu.usmba.ac.ma,2003-01-01,0610000098,Fes,Actif,2023-09-01,8,1,"Électronique et Instrumentation",ELEC,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_220,Alaoui,Ahmed,ahmed.alaoui100@etu.usmba.ac.ma,2003-01-01,0610000100,Fes,Actif,2023-09-01,3,2,"Intelligence Artificielle",IA,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_226,Lahlou,Nadia,nadia.lahlou106@etu.usmba.ac.ma,2003-01-01,0610000106,Fes,Actif,2023-09-01,18,3,"Droit Privé",DPR,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_229,Berrada,Samir,samir.berrada109@etu.usmba.ac.ma,2003-01-01,0610000109,Fes,Actif,2023-09-01,14,4,"Finance et Comptabilité",FIN,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_235,Bouzidi,Mehdi,mehdi.bouzidi115@etu.usmba.ac.ma,2003-01-01,0610000115,Fes,Actif,2023-09-01,15,2,"Commerce International",CI2,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_236,Tahiri,Kenza,kenza.tahiri116@etu.usmba.ac.ma,2003-01-01,0610000116,Fes,Actif,2023-09-01,8,4,"Électronique et Instrumentation",ELEC,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_239,Naciri,Bilal,bilal.naciri119@etu.usmba.ac.ma,2003-01-01,0610000119,Fes,Actif,2023-09-01,18,4,"Droit Privé",DPR,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_240,Alaoui,Ahmed,ahmed.alaoui120@etu.usmba.ac.ma,2003-01-01,0610000120,Fes,Actif,2023-09-01,19,4,"Génie Civil et Construction",GCC,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_241,"El Idrissi",Mohamed,"mohamed.el idrissi121@etu.usmba.ac.ma",2003-01-01,0610000121,Fes,Actif,2023-09-01,1,2,"Génie Logiciel",GL,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_243,Amrani,Hassan,hassan.amrani123@etu.usmba.ac.ma,2003-01-01,0610000123,Fes,Actif,2023-09-01,8,2,"Électronique et Instrumentation",ELEC,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_247,Chraibi,Salma,salma.chraibi127@etu.usmba.ac.ma,2003-01-01,0610000127,Fes,Actif,2023-09-01,8,5,"Électronique et Instrumentation",ELEC,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_254,Kadiri,Yassine,yassine.kadiri134@etu.usmba.ac.ma,2003-01-01,0610000134,Fes,Actif,2023-09-01,7,2,"Physique Fondamentale",PF,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_259,Naciri,Bilal,bilal.naciri139@etu.usmba.ac.ma,2003-01-01,0610000139,Fes,Actif,2023-09-01,22,2,"Sociologie et Anthropologie",SA,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_263,Amrani,Hassan,hassan.amrani143@etu.usmba.ac.ma,2003-01-01,0610000143,Fes,Actif,2023-09-01,8,4,"Électronique et Instrumentation",ELEC,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_265,Tazi,Khalid,khalid.tazi145@etu.usmba.ac.ma,2003-01-01,0610000145,Fes,Actif,2023-09-01,15,3,"Commerce International",CI2,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_266,Lahlou,Nadia,nadia.lahlou146@etu.usmba.ac.ma,2003-01-01,0610000146,Fes,Actif,2023-09-01,14,3,"Finance et Comptabilité",FIN,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_268,Fassi,Amina,amina.fassi148@etu.usmba.ac.ma,2003-01-01,0610000148,Fes,Actif,2023-09-01,8,2,"Électronique et Instrumentation",ELEC,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_270,"El Alami",Imane,"imane.el alami150@etu.usmba.ac.ma",2003-01-01,0610000150,Fes,Actif,2023-09-01,4,1,"Cybersécurité et Réseaux",CYB,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_273,Ouazzani,Hamza,hamza.ouazzani153@etu.usmba.ac.ma,2003-01-01,0610000153,Fes,Actif,2023-09-01,3,4,"Intelligence Artificielle",IA,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_284,Benjelloun,Omar,omar.benjelloun164@etu.usmba.ac.ma,2003-01-01,0610000164,Fes,Actif,2023-09-01,5,4,"Mathématiques Appliquées",MA,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_285,Tazi,Khalid,khalid.tazi165@etu.usmba.ac.ma,2003-01-01,0610000165,Fes,Actif,2023-09-01,10,4,"Biochimie Structurale",BIOC,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_289,Berrada,Samir,samir.berrada169@etu.usmba.ac.ma,2003-01-01,0610000169,Fes,Actif,2023-09-01,2,1,"Data Science et Big Data",DSB,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_292,Skalli,Aya,aya.skalli172@etu.usmba.ac.ma,2003-01-01,0610000172,Fes,Actif,2023-09-01,6,1,"Statistiques et Probabilités",STAT,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_293,Ouazzani,Hamza,hamza.ouazzani173@etu.usmba.ac.ma,2003-01-01,0610000173,Fes,Actif,2023-09-01,17,2,"Droit Public",DP,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_296,Tahiri,Kenza,kenza.tahiri176@etu.usmba.ac.ma,2003-01-01,0610000176,Fes,Actif,2023-09-01,3,4,"Intelligence Artificielle",IA,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_297,"Ait Lahcen",Meryem,"meryem.ait lahcen177@etu.usmba.ac.ma",2003-01-01,0610000177,Fes,Actif,2023-09-01,13,2,"Management des Organisations",MGT,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_300,Alaoui,Ahmed,ahmed.alaoui180@etu.usmba.ac.ma,2003-01-01,0610000180,Fes,Actif,2023-09-01,20,1,"Réseaux et Télécommunications",RT,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_301,"El Idrissi",Mohamed,"mohamed.el idrissi181@etu.usmba.ac.ma",2003-01-01,0610000181,Fes,Actif,2023-09-01,20,2,"Réseaux et Télécommunications",RT,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_304,Benjelloun,Omar,omar.benjelloun184@etu.usmba.ac.ma,2003-01-01,0610000184,Fes,Actif,2023-09-01,11,5,Biotechnologie,BIOT,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_306,Lahlou,Nadia,nadia.lahlou186@etu.usmba.ac.ma,2003-01-01,0610000186,Fes,Actif,2023-09-01,8,5,"Électronique et Instrumentation",ELEC,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_307,Chraibi,Salma,salma.chraibi187@etu.usmba.ac.ma,2003-01-01,0610000187,Fes,Actif,2023-09-01,13,3,"Management des Organisations",MGT,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_308,Fassi,Amina,amina.fassi188@etu.usmba.ac.ma,2003-01-01,0610000188,Fes,Actif,2023-09-01,22,5,"Sociologie et Anthropologie",SA,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_313,Ouazzani,Hamza,hamza.ouazzani193@etu.usmba.ac.ma,2003-01-01,0610000193,Fes,Actif,2023-09-01,4,2,"Cybersécurité et Réseaux",CYB,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_314,Kadiri,Yassine,yassine.kadiri194@etu.usmba.ac.ma,2003-01-01,0610000194,Fes,Actif,2023-09-01,18,4,"Droit Privé",DPR,"Master 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_315,Bouzidi,Mehdi,mehdi.bouzidi195@etu.usmba.ac.ma,2003-01-01,0610000195,Fes,Actif,2023-09-01,17,5,"Droit Public",DP,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_319,Naciri,Bilal,bilal.naciri199@etu.usmba.ac.ma,2003-01-01,0610000199,Fes,Actif,2023-09-01,12,5,"Microbiologie Médicale",MIC,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_325,Tazi,Khalid,khalid.tazi205@etu.usmba.ac.ma,2003-01-01,0610000205,Fes,Actif,2023-09-01,10,2,"Biochimie Structurale",BIOC,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_327,Chraibi,Salma,salma.chraibi207@etu.usmba.ac.ma,2003-01-01,0610000207,Fes,Actif,2023-09-01,9,2,"Chimie Industrielle",CI,"Licence 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_330,"El Alami",Imane,"imane.el alami210@etu.usmba.ac.ma",2003-01-01,0610000210,Fes,Actif,2023-09-01,5,5,"Mathématiques Appliquées",MA,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_333,Ouazzani,Hamza,hamza.ouazzani213@etu.usmba.ac.ma,2003-01-01,0610000213,Fes,Actif,2023-09-01,7,5,"Physique Fondamentale",PF,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_335,Bouzidi,Mehdi,mehdi.bouzidi215@etu.usmba.ac.ma,2003-01-01,0610000215,Fes,Actif,2023-09-01,9,1,"Chimie Industrielle",CI,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_338,Mouline,Anas,anas.mouline218@etu.usmba.ac.ma,2003-01-01,0610000218,Fes,Actif,2023-09-01,2,1,"Data Science et Big Data",DSB,"Licence 1",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_339,Naciri,Bilal,bilal.naciri219@etu.usmba.ac.ma,2003-01-01,0610000219,Fes,Actif,2023-09-01,11,3,Biotechnologie,BIOT,"Licence 3",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ETU_340,Alaoui,Ahmed,ahmed.alaoui220@etu.usmba.ac.ma,2003-01-01,0610000220,Fes,Actif,2023-09-01,21,5,"Langues Étrangères Appliquées",LEA,"Master 2",2025-2026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
